"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Alimentos para propósitos médicos específicos","Glutamin","No registra","Módulo l - Glutamina, libre de lactosa y gluten - Uso exclusivo para nutrición enteral","02-569093"
"Alimentos para propósitos médicos específicos","Jevity","Jevity","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales. Libre de gluten","520058"
"Alimentos para propósitos médicos específicos","Jevity Plus ? - Jevity Plus ?","Jevity Plus ? - Jevity Plus ?","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales. Libre de gluten","520087"
"Alimentos para propósitos médicos específicos","Ketovolve ?","Ketovolve ?","Alimento para propósitos médicos específicos en polvo a base de triglicéridos de cadena larga y de cadena media, proteínas, vitaminas y minerales para mayores de 1 año. Libre de gluten","940002"
"Alimentos para propósitos médicos específicos","L-K adultos","No registra","Alimento dietético nutricionalmente completo y balanceado. A base de maltodextrina, caseinato de calcio, aceites vegetales, sacarosa, vitaminas y minerales (sabor vainilla). Libre de gluten","02-502790"
"Alimentos para propósitos médicos específicos","L-K Adultos Multi Fibre","No registra","Alimento dietético a base de maltodextrina, caseinato de calcio, mezcla de fibras, aceites vegetales, vitaminas y minerales, sabor vainilla libre de lactosa y gluten","02-502046"
"Alimentos para propósitos médicos específicos","Neocate Junior sabor chocolate","Neocate Junior sabor chocolate","Alimento para propósitos médicos específicos en polvo, a base de carbohidratos, aminoácidos, aceites vegetales, vitaminas y minerales, para niños mayores de 1 año. Libre de gluten","680102"
"Alimentos para propósitos médicos específicos","Nepro","Nepro","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","520063"
"Alimentos para propósitos médicos específicos","Nepro AP - Alto en Proteínas","Nepro AP - Alto en proteínas","Alimento para propósitos médicos específicos líquido, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","520113"
"Alimentos para propósitos médicos específicos","Nepro BP","Nepro BP","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor a vainilla. Libre de gluten","520115"
"Alimentos para propósitos médicos específicos","Nutentar - Dextrosa","No registra","Monohidrato de dextrosa libre de gluten","02-581247"
"Alimentos para propósitos médicos específicos","Nutentar - Espesante Blue","No registra","Alimento para propósito médico a base de almidón modificado. Libre de gluten - Espesante instantáneo de alimentos y bebidas","02-581244"
"Alimentos para propósitos médicos específicos","Nutentar - Sustenta de Vainilla","No registra","Alimento para propósitos médicos específicos en polvo, a base de carbohidratos, lípidos, proteínas, vitaminas y minerales. Adicionado con polisacárido de soja, FOS e inulina, sabor vainilla. Libre de gluten","02-581251"
"Alimentos para propósitos médicos específicos","Nutentar - Sustenta Neutro","No registra","Alimento para propósitos médicos específicos en polvo, a base de carbohidratos, lípidos, proteínas, vitaminas y minerales. Adicionado con polisacárido de soja, FOS e inulina. Libre de gluten","02-581249"
"Alimentos para propósitos médicos específicos","Nutentar - Sustenta Neutro","No registra","Alimento para propósitos médicos específicos a base de carbohidratos, lípidos, proteínas y minerales - Libre de gluten","02-581802"
"Alimentos para propósitos médicos específicos","Nutentar - Sustenta Vainilla","No registra","Alimento para propósitos médicos específicos a base de carbohidratos, lípidos, proteínas y minerales sabor vainilla - Libre de gluten","02-581804"
"Alimentos para propósitos médicos específicos","Nutricia","Fortisip","Alimento para propósitos médicos específicos líquido a base de carbohidratos, lípidos, proteínas, vitaminas y minerales, sabor vainilla. Libre de gluten","660064"
"Alimentos para propósitos médicos específicos","Nutricia","Fortisip","Alimento para propósitos médicos específicos líquido a base de carbohidratos, lípidos, proteínas, vitaminas y minerales, sabor chocolate. Libre de gluten","660065"
"Alimentos para propósitos médicos específicos","Nutricia","Nutrini","Alimento para propósitos médicos específicos líquido, nutricionalmente completo, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños entre 1 y 6 años. Libre de gluten","660022"
"Alimentos para propósitos médicos específicos","Nutricia","Nutrison 1.0","Alimento para propósitos médicos específicos, líquido, nutricionalmente completo, a base de maltodextrina, lípidos, proteínas, vitaminas y minerales. Libre de gluten","660062"
"Alimentos para propósitos médicos específicos","Nutricia","Nutrison Energy","Alimento para propósitos médicos específicos, completo, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales. Libre de gluten","660061"
"Alimentos para propósitos médicos específicos","Nutricia","Nutrison Multifibre","Alimento para propósitos médicos específicos líquido, completo, a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales. Libre de gluten","660067"
"Alimentos para propósitos médicos específicos","Nutricia Souvenaid","Nutricia Souvenaid","Alimento para propósitos médicos específicos líquido, a base de carbohidratos, aceite de pescado, proteínas, nucleótidos, colina, vitaminas y minerales, sabor vainilla. Libre de gluten","660068"
"Alimentos para propósitos médicos específicos","Nutricia Souvenaid","Nutricia Souvenaid","Alimento para propósitos médicos específicos líquido, a base de carbohidratos, aceite de pescado, proteínas, nucleótidos, colina, vitaminas y minerales, sabor frutilla. Libre de gluten","660099"
"Alimentos para propósitos médicos específicos","Nutrihelper para Colgar Plus","Survival","Alimento para propósitos médicos específicos en polvo a base de proteína de soja, carbohidratos, lípidos, vitaminas y minerales","1037099"
"Alimentos para propósitos médicos específicos","Nutrilon AR","No registra","Alimento para propósitos médicos específicos, en polvo, con ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes. Libre de gluten","02-584144"
"Alimentos para propósitos médicos específicos","Nutrilon Comfort","Nutrilon Comfort con Pronutra","Alimento para propósitos médicos específicos en polvo a base de suero hidrolizado, jarabe de glucosa, aceites vegetales, vitaminas y minerales, para lactantes. Libre de gluten","666436"
"Alimentos para propósitos médicos específicos","Nutrilon Pepti","Nutrilon Pepti","Alimento para propósitos médicos específicos con proteínas de suero parcialmente hidrolizadas, con ácidos grasos poliinsaturados de cadena larga, para lactantes. Libre de gluten","666442"
"Alimentos para propósitos médicos específicos","Nutrilon Pepti Junior","Nutrilon Pepti Junior HE","Alimento para propósitos médicos específicos a base de jarabe de glucosa, suero hidrolizado, triglicéridos de cadena media, aceites vegetales, vitaminas y minerales, para lactantes y niños. Libre de gluten","666332"
"Alimentos para propósitos médicos específicos","Nutrilon Sin Lactosa","No registra","Alimento para propósitos médicos específicos sin lactosa, con hierro, ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes. Libre de gluten","02-555592"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Cubison","Nutrison Advanced Cubison","Alimento para propósitos médicos específicos, líquido, nutricionalmente completo, a base de carbohidratos, proteínas, arginina, lípidos, fibra, vitaminas y minerales. Libre de gluten","660063"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Cubison","Nutrison Advanced Cubison","Alimento para propósitos médicos específicos líquido, nutricionalmente completo a base de carbohidratos, proteínas, arginina, lípidos, fibra, vitaminas y minerales. Libre de gluten","666454"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Diason","Nutrison Advanced Diason","Alimento para propósitos medicos específicos líquido, nutricionalmente completo con fibras. Libre de gluten","660054"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Peptisorb","Nutrison Advanced Peptisorb","Alimento para propósitos médicos específicos nutricionalmente completo, a base de carbohidratos, hidrolizado de proteína de suero, lípidos, vitaminas y minerales. Libre de gluten","660060"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Protison","Nutrison Advanced Protison","Alimento para propósitos médicos específicos líquido, nutricionalmente completo, a base de proteínas, lípidos, carbohidratos, vitaminas. Minerales y fibra. Libre de gluten","660081"
"Alimentos para propósitos médicos específicos","Nutrison Advanced Protison","Nutrison Advanced Protison","Alimento para propósitos médicos específicos líquido, nutricionalmente completo, a base de proteínas, lípidos, carbohidratos, vitaminas, minerales y fibra. Libre de gluten","666449"
"Alimentos para propósitos médicos específicos","Nutrison Multi Fibre","No registra","Alimento para propósitos médicos específicos, completo, a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales. Libre de gluten","666280"
"Alimentos para propósitos médicos específicos","Osmolite HN","Osmolite HN","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, vitaminas y minerales. Libre de gluten","520057"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure ? Plus","Alimento para propósitos médicos específicos bebible a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales para niños de 1 a 10 años. Sabor vainilla. Libre de gluten","520106"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure ? Plus","Alimento para propósitos médicos específicos bebible a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales para niños de 1 a 10 años. Sabor chocolate. Libre de gluten","520107"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure ? Plus","Alimento para propósitos médicos específicos bebible a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales para niños de 1 a 10 años. Sabor frutilla. Libre de gluten","520108"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure Complete","Alimento para propósitos médicos específicos en polvo para preparar bebida a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales para niños de 1 a 10 años, sabor vainilla, en sobres. Libre de gluten","920059"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure Complete","Alimento para propósitos médicos específicos en polvo para preparar bebida a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales para niños de 1 a 10 años, sabor vainilla. Libre de gluten","920060"
"Alimentos para propósitos médicos específicos","Pediasure","Pediasure Complete","Alimento para propósitos médicos específicos en polvo para preparar bebida a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales para niños de 1 a 10 años, sabor chocolate. Libre de gluten","920061"
"Alimentos para propósitos médicos específicos","Pediasure?","Pediasure?","Alimento para propósitos médicos específicos bebible a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales para niños de 1 a 10 años, sabor chocolate. Libre de gluten","520076"
"Alimentos para propósitos médicos específicos","Pediasure?","Pediasure?","Alimento para propósitos médicos específicos bebible a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales para niños de 1 a 10 años, sabor vainilla. Libre de gluten","520077"
"Alimentos para propósitos médicos específicos","Peptisorb","No registra","Alimento para propósitos médicos específicos. Nutricionalmente completo a base de maltodextrina, caseína hidrolizada, triglicéridos de cadena media, aceite de canola, aceite de girasol, vitaminas y minerales. Sabor neutro - Libre de gluten","02-565250"
"Alimentos para propósitos médicos específicos","Sancor Bio","No registra","Alimento para propósitos médicos específicos para adultos UAT libre de gluten","21-034568"
"Alimentos para propósitos médicos específicos","Sancor Bio","No registra","Alimento para propósitos médicos específicos para niños esterilizados UAT - Libre de gluten","21-034569"
